Equipe;Reference Type;Record Number;Author;Year;Title;Short Title;Journal;Volume;Issue;Date;ISSN;DOI;Article Number;Accession Number;NIHMSID;Conference Name;Pages;Editor;Book Title;ISBN;Series Title;Number of Pages;Abstract
Team;Journal Article;80;Bamière, L., Bellassen, Angers, D., Cardinael, R., Ceschia, E., Chenu, C., Constantin, J., Delame, N., Diallo, A., Graux, A., Houot, S., Klumpp, K., Launay, C., Letort, E., Martin, R., Mézière, D., Mosnier, C., Réchauchère, O., Schiavo, M., Thérond, O. and Pellerin, S.;2023;A marginal abatement cost curve for climate change mitigation by additional carbon storage in French agricultural land;A marginal abatement cost curve for climate change mitigation by additional carbon storage in French agricultural land;JOURNAL OF CLEANER PRODUCTION;383;;JAN 10;"0959-6526,1879-1786
";10.1016/j.jclepro.2022.135423;135423;WOS:000905075600001;DEC 2022;;;;;;;;Following the Paris agreement in 2015, the European Union (EU) set a carbon neutrality objective by 2050, and so did France. The French agricultural sector can contribute as a carbon sink through carbon storage in biomass and soil, in addition to reducing GHG emissions. The objective of this study is to quantitatively assess the additional storage potential and cost of a set of eight carbon-storing practices. The impacts of these agricultural practices on soil organic carbon storage and crop production are assessed at a very fine spatial scale, using crop and grassland models. The associated area base, GHG budget, and implementation costs are assessed and aggregated at the region level. The economic model BANCO uses this information to derive the marginal abatement cost curve for France and identify the combination of carbon storing practices that minimizes the total cost of achieving a given national net GHG mitigation target. We find that a substantial amount of carbon, 36.2 to 52.9 MtCO(2)e yr(-1), can be stored in soil and biomass for reasonable carbon prices of 55 and 250 (sic) tCO(2)e(-1), respectively (corresponding to current and 2030 French carbon value for climate action), mainly by developing agroforestry and hedges, generalising cover crops, and introducing or extending temporary grasslands in crop sequences. This finding questions the 3-5 times lower target of 10 MtCO(2)e.yr(-1) retained for the agricultural carbon sink by the French climate neutrality strategy. Overall, this would decrease total French GHG emissions by 9.2-13.8%, respectively (reference year 2019).
Team;Conference Paper;72;Barbault, N., Dupraz, C., Lauri, P. E. and Gosme, M.;2023;Parametrization of an agroforestry model: from forest trees to olive trees;;;1366;;;;10.17660/ActaHortic.2023.1366.24;;WOS:001204047300024;;XXXI INTERNATIONAL HORTICULTURAL CONGRESS, IHC2022: INTERNATIONAL SYMPOSIUM ON INNOVATIVE PERENNIAL CROPS MANAGEMENT;211-218;;;;;;The conventional cultivation of olive trees can lead to environmental degradations such as soil erosion and loss of biodiversity. Agroforestry systems could bring solutions to these environmental degradations. A simulation model able to represent the growth and interactions between olive trees and annual crops would be useful to rapidly test and evaluate innovative olive-based agroforestry systems without the need for space and time-consuming field experiments. The Hi-sAFe model simulates agroforestry systems in three dimensions according to interactions between forest trees and annual crops for water, nitrogen and light. However, this model was developed and parameterised only for forest trees and not for fruit trees whose balance between the vegetative and the fruit organs is crucial. Two main adaptations were made to the model to simulate olive-based agroforestry systems: the addition of a fruit-setting module and the carbon allocation module adaptation. Here, we present the experimental estimation of two important parameters of these modules, both at tree scale: the maximum number of fruits m-2 leaf area and the maximum daily carbon allocation to fruits. The maximum fruit load per olive trees was estimated at 1356 fruits per m(2) leaf area using three genotypes of an ' Arbequina' x 'Oliviere' progeny. To determine the maximum daily carbon allocation to fruits, we hypothesized a cultivar effect. For these reason, nine olive trees, of three cultivars ('Leccino', 'Cypressino' and 'Manzanille'), with a low fruit load were selected from the three cultivars, and samples of fruits were dry-weighted every week for 12 weeks during fruit growth. The maximum daily carbon allocation to fruits (g carbon olive(-1) day(-1)) varied significantly between 'Leccino' and 'Cypressino' (3.9x10(-3) and 4.3x10(-3), respectively) and 'Manzanille' (7.3x10(-3)). The value of these two parameters not identifiable in the literature can be set to 1356 fruits m(-2) of leaf area (maximum number of fruits m-2 leaf area) and at 7.3x10(-3) g carbon olive(-1) day(-1) (maximum daily carbon allocation to fruits).
Team;Journal Article;25;Barbault, N., Dupraz, C., Lauri, P. E. and Gosme, M.;2024;Insights into fruit tree models relevant to simulate fruit tree-based agroforestry systems;Insights into fruit tree models relevant to simulate fruit tree-based agroforestry systems;AGROFORESTRY SYSTEMS;98;4;APR;"0167-4366,1572-9680
";10.1007/s10457-024-00953-4;;WOS:001174272900001;MAR 2024;;817-835;;;;;;Agroforestry, the integration of trees, crops, and animals, is expected to increase environmental sustainability of fruit production compared to traditional orchards. Virtual experiments with models would allow the performance and sustainability of these systems to be evaluated in a range of pedoclimatic and management scenarios, taking into account the interactions of fruit trees with crops. The models should represent tree and crop growth in 3D, run simulations over the whole life cycle of the orchard, and account for management practices that influence tree-crop interactions. We reviewed existing fruit tree and agroforestry models and have proposed a decision tree to guide future modellers in choosing a model that meets their simulation objectives. None of the reviewed models met all requirements, but we identified improvements that could be made to two existing models to accurately simulate temperate fruit tree based agroforestry systems.
Team;Journal Article;69;Barkaoui, K. and Volaire, F.;2023;Drought survival and recovery in grasses: Stress intensity and plant-plant interactions impact plant dehydration tolerance;Drought survival and recovery in grasses: Stress intensity and plant-plant interactions impact plant dehydration tolerance;PLANT CELL AND ENVIRONMENT;46;5;MAY;"0140-7791,1365-3040
";10.1111/pce.14543;;WOS:000919175000001;JAN 2023;;1489-1503;;;;;;Plant dehydration tolerance confers drought survival in grasses, but the mortality thresholds according to soil water content (SWC), vapour pressure deficit (VPD) and plant-plant interactions are little explored. We compared the dehydration dynamics of leaf meristems, which are the key surviving organs, plant mortality, and recovery of Mediterranean and temperate populations of two perennial grass species, Dactylis glomerata and Festuca arundinacea, grown in monocultures and mixtures under a low-VPD (1.5 kPa) versus a high-VPD drought (2.2 kPa). The lethal drought index (LD50), that is, SWC associated with 50% plant mortality, ranged from 2.87% (psi s = -1.68 MPa) to 2.19% (psi s = -4.47 MPa) and reached the lowest values under the low-VPD drought. Populations of D. glomerata were more dehydration-tolerant (lower LD50), survived and recovered better than F. arundinacea populations. Plant-plant interactions modified dehydration tolerance and improved post-drought recovery in mixtures compared with monocultures. Water content as low as 20.7%-36.1% in leaf meristems allowed 50% of plants to survive. We conclude that meristem dehydration causes plant mortality and that drought acclimation can increase dehydration tolerance. Genetic diversity, acclimation and plant-plant interactions are essential sources of dehydration tolerance variability to consider when predicting drought-induced mortality.
Team;Journal Article;19;Bayraktar, A., Kleftodimos, G., Kyrgiakos, L. S., Kleisiari, C., Vlontzos, G. and Belhouchette, H.;2024;Assessing climate change awareness among mediterranean university students: a comparative study of french and greek universities;Assessing climate change awareness among mediterranean university students: a comparative study of french and greek universities;JOURNAL OF ENVIRONMENTAL STUDIES AND SCIENCES;14;4;DEC;"2190-6483,2190-6491
";10.1007/s13412-024-00946-w;;WOS:001243872700001;JUN 2024;;666-680;;;;;;Raising Climate Change (CC) awareness is crucial for mitigating the negative effects of this phenomenon, as well as for ensuring a sustainable future for upcoming generations. This study assesses and compares the climate change awareness level of Mediterranean university students in France and Greece. Emphasis was given to three research questions regarding knowledge, information sources, and awareness level. A questionnaire was used to determine the knowledge level and awareness of 641 university students in France and Greece. Principal Component Analysis was used to determine the main factors influencing the above-mentioned aspects, as was an independent sample t-test to compare the sample's awareness level and socio-economic characteristics. Based on a modified climate change awareness index developed by the researchers, most students were found to have a low level of awareness of climate change. However, there is evidence that students are willing to undertake specific eco-friendly initiatives. Additionally, one of the study's key findings is that students' knowledge and awareness of climate change varies according to socio-demographic characteristics such as gender, age, income level, and academic field. Nationality was proved to be a significant factor influencing belief in CC and willingness to take action. Incentives for both formal and informal information should be provided by policymakers to ensure theoretical background as well as climate change-related actions, in order to raise climate change awareness across younger generations.
Team;Journal Article;147;Bazzi, H., Baghdadi, N., Amin, G., Fayad, I., Zribi, M., Demarez, V. and Belhouchette, H.;2021;An Operational Framework for Mapping Irrigated Areas at Plot Scale Using Sentinel-1 and Sentinel-2 Data;An Operational Framework for Mapping Irrigated Areas at Plot Scale Using Sentinel-1 and Sentinel-2 Data;REMOTE SENSING;13;13;JUL;2072-4292;10.3390/rs13132584;2584;WOS:000671146100001;;;;;;;;;"In this study, we present an operational methodology for mapping irrigated areas at plot scale, which overcomes the limitation of terrain data availability, using Sentinel-1 (S1) C-band SAR (synthetic-aperture radar) and Sentinel-2 (S2) optical time series. The method was performed over a study site located near Orleans city of north-central France for four years (2017 until 2020). First, training data of irrigated and non-irrigated plots were selected using predefined selection criteria to obtain sufficient samples of irrigated and non-irrigated plots each year. The training data selection criteria is based on two irrigation metrics; the first one is a SAR-based metric derived from the S1 time series and the second is an optical-based metric derived from the NDVI (normalized difference vegetation index) time series of the S2 data. Using the newly developed irrigation event detection model (IEDM) applied for all S1 time series in VV (Vertical-Vertical) and VH (Vertical-Horizontal) polarizations, an irrigation weight metric was calculated for each plot. Using the NDVI time series, the maximum NDVI value achieved in the crop cycle was considered as a second selection metric. By fixing threshold values for both metrics, a dataset of irrigated and non-irrigated samples was constructed each year. Later, a random forest classifier (RF) was built for each year in order to map the summer agricultural plots into irrigated/non-irrigated. The irrigation classification model uses the S1 and NDVI time series calculated over the selected training plots. Finally, the proposed irrigation classifier was validated using real in situ data collected each year. The results show that, using the proposed classification procedure, the overall accuracy for the irrigation classification reaches 84.3%, 93.0%, 81.8%, and 72.8% for the years 2020, 2019, 2018, and 2017, respectively. The comparison between our proposed classification approach and the RF classifier built directly from in situ data showed that our approach reaches an accuracy nearly similar to that obtained using in situ RF classifiers with a difference in overall accuracy not exceeding 6.2%. The analysis of the obtained classification accuracies of the proposed method with precipitation data revealed that years with higher rainfall amounts during the summer crop-growing season (irrigation period) had lower overall accuracy (72.8% for 2017) whereas years encountering a drier summer had very good accuracy (93.0% for 2019)."
Team;Journal Article;237;Bazzi, H., Baghdadi, N., El Hajj, M., Zribi, M. and Belhouchette, H.;2019;A Comparison of Two Soil Moisture Products S<SUP>2</SUP>MP and Copernicus-SSM Over Southern France;A Comparison of Two Soil Moisture Products S<SUP>2</SUP>MP and Copernicus-SSM Over Southern France;IEEE JOURNAL OF SELECTED TOPICS IN APPLIED EARTH OBSERVATIONS AND REMOTE SENSING;12;9;SEP;"1939-1404,2151-1535
";10.1109/JSTARS.2019.2927430;;WOS:000489785800018;;;3366-3375;;;;;;This paper presents a comparison between the Sentinel-1/Sentinel-2-derived soil moisture product at plot scale ((SMP)-M-2) and the new Copernicus surface soil moisture (C-SSM) product at 1-km scale over a wide region in southern France. In this study, both products were first evaluated using in situ measurements obtained by the calibrated time delay reflectometer in field campaigns. The accuracy against the in situ measurements was defined by the correlation coefficient R, the root mean square difference (RMSD), and the bias and the unbiased root mean square difference (ubRMSD). Then, the soil moisture estimations from both SSM products were intercompared over one year (October 2016-October 2017). Both products show generally good agreement with in situ measurements. The results show that using in situ measurements collected over agricultural areas and grasslands, the accuracy of the C-SSM is good (RMSD = 6.0 vol%, ubRMSD = 6.0 vol%, and R = 0.48) but less accurate than the (SMP)-M-2 (RMSD = 4.0 vol%, ubRMSD = 3.9 vol%, and R = 0.77). The intercomparison between the two SSM products over one year shows that both products are highly correlated over agricultural areas that are mainly used for cereals (R value between 0.5 and 0.9 and RMSE between 4 and 6 vol%). Over areas containing forests and vineyards, the C-SSM values tend to overestimate the (SMP)-M-2 values (bias > 5 vol%). In the case of well-developed vegetation cover, the (SMP)-M-2 does not provide SSM estimations while C-SSM sometimes provides underestimated SSM values.
Team;Journal Article;251;Bazzi, H., Baghdadi, N., El Hajj, M., Zribi, M., Minh, D. H. T., Ndikumana, E., Courault, D. and Belhouchette, H.;2019;Mapping Paddy Rice Using Sentinel-1 SAR Time Series in Camargue, France;Mapping Paddy Rice Using Sentinel-1 SAR Time Series in Camargue, France;REMOTE SENSING;11;7;APR 1;2072-4292;10.3390/rs11070887;887;WOS:000465549300152;;;;;;;;;This study proposes an effective method to map rice crops using the Sentinel-1 SAR (Synthetic Aperture Radar) time series over the Camargue region, Southern France. First, the temporal behavior of the SAR backscattering coefficient over 832 plots containing different crop types was analyzed. Through this analysis, the rice cultivation was identified using metrics derived from the Gaussian profile of the VV/VH time series (3 metrics), the variance of the VV/VH time series (one metric), and the slope of the linear regression of the VH time series (one metric). Using the derived metrics, rice plots were mapped through two different approaches: decision tree and Random Forest (RF). To validate the accuracy of each approach, the classified rice map was compared to the available national data. Similar high overall accuracy was obtained using both approaches. The overall accuracy obtained using a simple decision tree reached 96.3%, whereas an overall accuracy of 96.6% was obtained using the RF classifier. The approach, therefore, provides a simple yet precise and powerful tool to map paddy rice areas.
Team;Journal Article;176;Bazzi, H., Baghdadi, N., Fayad, I., Charron, F., Zribi, M. and Belhouchette, H.;2020;Irrigation Events Detection over Intensively Irrigated Grassland Plots Using Sentinel-1 Data;Irrigation Events Detection over Intensively Irrigated Grassland Plots Using Sentinel-1 Data;REMOTE SENSING;12;24;DEC;2072-4292;10.3390/rs12244058;4058;WOS:000603268100001;;;;;;;;;"Better management of water consumption and irrigation schedule in irrigated agriculture is essential in order to save water resources, especially at regional scales and under changing climatic conditions. In the context of water management, the aim of this study is to monitor irrigation activities by detecting the irrigation episodes at plot scale using the Sentinel-1 (S1) C-band SAR (synthetic-aperture radar) time series over intensively irrigated grassland plots located in the Crau plain of southeast France. The method consisted of assessing the newly developed irrigation detection model (IDM) at plot scale over the irrigated grassland plots. First, four S1-SAR time series acquired from four different S1-SAR acquisitions (different S1 orbits), each at six-day revisit time, were obtained over the study site. Next, the IDM was applied at each available SAR image from each S1-SAR series to obtain an irrigation indicator at each SAR image (no, low, medium, or high irrigation possibility). Then, the irrigation indicators obtained at each image from each S1-SAR time series (four series) were added and combined by threshold value criteria to determine the existence or absence of an irrigation event. Finally, the performance of the IDM for irrigation detection was assessed by comparing the in situ recorded irrigation events at each plot and the detected irrigation events. The results show that using only the VV polarization, 82.4% of the in situ registered irrigation events are correctly detected with an F_score value reaching 73.8%. Less accuracy is obtained using only the VH polarization, where 79.9% of the in situ irrigation events are correctly detected with an F_score of 72.2%. The combined use of the VV and VH polarization showed that 74.1% of the irrigation events are detected with a higher F_score value of 76.4%. The analysis of the undetected irrigation events revealed that, in the presence of very well-developed vegetation cover (normalized difference of vegetation index (NDVI) >= 0.8); higher uncertainty in irrigation detection is observed, where 80% of the undetected events correspond to an NDVI value greater than 0.8. The results also showed that small-sized plots encounter more false irrigation detections than large-sized plots certainly because the pixel spacing of S1 data (10 m x 10 m) is not adapted to small size plots. The obtained results prove the efficiency of the S1 C-band data and the IDM for detecting irrigation events at the plot scale, which would help in improving the irrigation water management at large scales especially with availability and global coverage of the S1 product."
Team;Journal Article;200;Bazzi, H., Baghdadi, N., Fayad, I., Zribi, M., Belhouchette, H. and Demarez, V.;2020;Near Real-Time Irrigation Detection at Plot Scale Using Sentinel-1 Data;Near Real-Time Irrigation Detection at Plot Scale Using Sentinel-1 Data;REMOTE SENSING;12;9;MAY;2072-4292;10.3390/rs12091456;1456;WOS:000543394000103;;;;;;;;;In the context of monitoring and assessment of water consumption in the agricultural sector, the objective of this study is to build an operational approach capable of detecting irrigation events at plot scale in a near real-time scenario using Sentinel-1 (S1) data. The proposed approach is a decision tree-based method relying on the change detection in the S1 backscattering coefficients at plot scale. First, the behavior of the S1 backscattering coefficients following irrigation events has been analyzed at plot scale over three study sites located in Montpellier (southeast France), Tarbes (southwest France), and Catalonia (northeast Spain). To eliminate the uncertainty between rainfall and irrigation, the S1 synthetic aperture radar (SAR) signal and the soil moisture estimations at grid scale (10 km x 10 km) have been used. Then, a tree-like approach has been constructed to detect irrigation events at each S1 date considering additional filters to reduce ambiguities due to vegetation development linked to the growth cycle of different crops types as well as the soil surface roughness. To enhance the detection of irrigation events, a filter using the normalized differential vegetation index (NDVI) obtained from Sentinel-2 optical images has been proposed. Over the three study sites, the proposed method was applied on all possible S1 acquisitions in ascending and descending modes. The results show that 84.8% of the irrigation events occurring over agricultural plots in Montpellier have been correctly detected using the proposed method. Over the Catalonian site, the use of the ascending and descending SAR acquisition modes shows that 90.2% of the non-irrigated plots encountered no detected irrigation events whereas 72.4% of the irrigated plots had one and more detected irrigation events. Results over Catalonia also show that the proposed method allows the discrimination between irrigated and non-irrigated plots with an overall accuracy of 85.9%. In Tarbes, the analysis shows that irrigation events could still be detected even in the presence of abundant rainfall events during the summer season where two and more irrigation events have been detected for 90% of the irrigated plots. The novelty of the proposed method resides in building an effective unsupervised tool for near real-time detection of irrigation events at plot scale independent of the studied geographical context.
Team;Journal Article;240;Bazzi, H., Baghdadi, N., Ienco, D., El Hajj, M., Zribi, M., Belhouchette, H., Escorihuela, M. J. and Demarez, V.;2019;Mapping Irrigated Areas Using Sentinel-1 Time Series in Catalonia, Spain;Mapping Irrigated Areas Using Sentinel-1 Time Series in Catalonia, Spain;REMOTE SENSING;11;15;AUG;2072-4292;10.3390/rs11151836;1836;WOS:000482442800100;;;;;;;;;Mapping irrigated plots is essential for better water resource management. Today, the free and open access Sentinel-1 (S1) and Sentinel-2 (S2) data with high revisit time offers a powerful tool for irrigation mapping at plot scale. Up to date, few studies have used S1 and S2 data to provide approaches for mapping irrigated plots. This study proposes a method to map irrigated plots using S1 SAR (synthetic aperture radar) time series. First, a dense temporal series of S1 backscattering coefficients were obtained at plot scale in VV (Vertical-Vertical) and VH (Vertical-Horizontal) polarizations over a study site located in Catalonia, Spain. In order to remove the ambiguity between rainfall and irrigation events, the S1 signal obtained at plot scale was used conjointly to S1 signal obtained at a grid scale (10 km x 10 km). Later, two mathematical transformations, including the principal component analysis (PCA) and the wavelet transformation (WT), were applied to the several SAR temporal series obtained in both VV and VH polarization. Irrigated areas were then classified using the principal component (PC) dimensions and the WT coefficients in two different random forest (RF) classifiers. Another classification approach using one dimensional convolutional neural network (CNN) was also performed on the obtained S1 temporal series. The results derived from the RF classifiers with S1 data show high overall accuracy using the PC values (90.7%) and the WT coefficients (89.1%). By applying the CNN approach on SAR data, a significant overall accuracy of 94.1% was obtained. The potential of optical images to map irrigated areas by the mean of a normalized differential vegetation index (NDVI) temporal series was also tested in this study in both the RF and the CNN approaches. The overall accuracy obtained using the NDVI in RF classifier reached 89.5% while that in the CNN reached 91.6%. The combined use of optical and radar data slightly enhanced the classification in the RF classifier but did not significantly change the accuracy obtained in the CNN approach using S1 data.
